service_ssh,service_http,service_ftp,service_telnet,is_auth_attempt,is_admin_access,is_sqli,is_path_traversal,is_command,password_len,username_is_root,has_sqli_chars,has_traversal,payload_len,label,label_name,event_type,service,attacker_ip
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,91.196.152.193
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Brute Force,AUTH_ATTEMPT,TELNET,91.196.152.236
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,91.196.152.236
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,45.56.104.232
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,199.58.184.102
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,199.58.184.102
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,49.206.201.253
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,49.206.201.253
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,122.235.158.183
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,122.235.158.183
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,192.111.131.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,192.111.131.4
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,106.176.159.182
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,220.179.87.204
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,220.179.87.204
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,70.166.167.50
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,70.166.167.50
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,198.235.24.113
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,FTP,195.96.139.58
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,FTP,195.96.139.58
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,174.75.211.195
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,174.75.211.195
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,217.149.191.246
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,217.149.191.246
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,70.166.167.49
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,70.166.167.49
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,135.237.125.223
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,135.237.125.223
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,135.237.125.223
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,135.237.125.223
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,49.124.152.249
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,49.124.152.249
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,142.54.239.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,142.54.239.4
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,134.122.41.206
0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,Normal,REQUEST,HTTP,134.122.41.206
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,142.54.231.33
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,142.54.231.33
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,62.20.205.17
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,62.20.205.17
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,90.189.194.4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,90.189.194.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,69.85.230.206
1,0,0,0,1,0,0,0,0,5,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,69.85.230.206
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,69.85.230.206
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,172.104.24.94
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,172.104.24.94
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,47.116.125.38
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,47.250.50.149
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,47.250.50.149
1,0,0,0,1,0,0,0,0,10,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,47.116.125.38
1,0,0,0,1,0,0,0,0,6,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,47.116.125.38
1,0,0,0,1,0,0,0,0,8,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,47.116.125.38
1,0,0,0,1,0,0,0,0,8,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,47.116.125.38
1,0,0,0,1,0,0,0,0,8,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,47.116.125.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,47.116.125.38
1,0,0,0,1,0,0,0,0,8,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,47.116.125.38
1,0,0,0,1,0,0,0,0,8,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,47.116.125.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,47.116.125.38
1,0,0,0,1,0,0,0,0,8,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,47.116.125.38
1,0,0,0,1,0,0,0,0,8,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,47.116.125.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,47.116.125.38
1,0,0,0,1,0,0,0,0,8,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,47.116.125.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,103.220.16.51
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,103.220.16.51
1,0,0,0,1,0,0,0,0,8,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,47.116.125.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,47.116.125.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,47.116.125.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,47.116.125.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,24.229.22.106
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,24.229.22.106
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,47.116.125.38
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,20.40.208.55
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,20.40.208.55
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,20.40.208.55
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Brute Force,AUTH_ATTEMPT,TELNET,20.40.208.55
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,20.40.208.55
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,68.71.247.133
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,68.71.247.133
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,69.85.230.206
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,69.85.230.206
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,188.219.104.210
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,188.219.104.210
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,60.172.41.103
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,60.172.41.103
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,192.111.143.93
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,192.111.143.93
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,183.56.179.201
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,183.56.179.201
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,222.139.245.137
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,222.139.245.137
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,174.75.211.203
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,174.75.211.203
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,183.167.234.154
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,183.167.234.154
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,220.80.219.163
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,220.80.219.163
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,70.166.167.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,70.166.167.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,148.227.123.225
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,148.227.123.225
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,185.246.255.183
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,185.246.255.183
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,223.241.214.127
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,223.241.214.127
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,179.189.85.66
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,179.189.85.66
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,184.178.172.20
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,184.178.172.20
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,132.251.255.162
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,132.251.255.162
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,87.225.108.138
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,87.225.108.138
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,199.102.104.65
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,199.102.104.65
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,96.126.108.95
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,70.166.167.44
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,70.166.167.44
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,96.126.108.95
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,184.178.172.10
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,184.178.172.10
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,87.236.176.238
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,199.116.114.10
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,199.116.114.10
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,199.102.107.147
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,199.102.107.147
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,98.181.137.75
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,98.181.137.75
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,198.235.24.154
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,198.235.24.154
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,68.71.240.212
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,68.71.240.212
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,49.124.151.71
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,49.124.151.71
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,191.210.73.33
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,191.210.73.33
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,62.210.142.168
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,62.210.142.168
0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,Normal,REQUEST,HTTP,62.210.142.168
0,1,0,0,0,1,0,0,0,0,0,0,0,17,6,Credential Stuffing,ADMIN_ACCESS,HTTP,62.210.142.168
0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,Normal,REQUEST,HTTP,62.210.142.168
0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,Normal,REQUEST,HTTP,62.210.142.168
0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,Normal,REQUEST,HTTP,62.210.142.168
0,1,0,0,0,1,0,0,0,0,0,0,0,10,6,Credential Stuffing,ADMIN_ACCESS,HTTP,62.210.142.168
0,1,0,0,0,1,0,0,0,0,0,0,0,11,6,Credential Stuffing,ADMIN_ACCESS,HTTP,62.210.142.168
0,1,0,0,0,1,0,0,0,0,0,0,0,10,6,Credential Stuffing,ADMIN_ACCESS,HTTP,62.210.142.168
0,1,0,0,0,1,0,0,0,0,0,0,0,6,6,Credential Stuffing,ADMIN_ACCESS,HTTP,62.210.142.168
0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,Normal,REQUEST,HTTP,62.210.142.168
0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,Normal,REQUEST,HTTP,62.210.142.168
0,1,0,0,0,1,0,0,0,0,0,0,0,16,6,Credential Stuffing,ADMIN_ACCESS,HTTP,62.210.142.168
0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,Normal,REQUEST,HTTP,62.210.142.168
0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,Normal,REQUEST,HTTP,62.210.142.168
0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,Normal,REQUEST,HTTP,62.210.142.168
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,65.20.138.3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,65.20.138.3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,70.166.167.42
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,70.166.167.42
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,211.220.156.232
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,211.220.156.232
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,192.252.211.196
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,192.252.211.196
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,35.203.210.227
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,35.203.210.227
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,143.198.145.34
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,143.198.145.34
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,143.198.145.34
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,143.198.145.34
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,62.16.103.46
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,62.16.103.46
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,60.172.41.103
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,60.172.41.103
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,192.155.89.203
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,192.155.89.203
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,142.54.239.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,142.54.239.4
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,104.105.18.64
0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,Normal,REQUEST,HTTP,104.105.18.64
0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,Normal,REQUEST,HTTP,104.105.18.64
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,49.124.132.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,49.124.132.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,122.170.98.139
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,122.170.98.139
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,203.198.173.145
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,203.198.173.145
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,20.169.104.253
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,20.169.104.253
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,20.169.104.253
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,20.169.104.253
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,220.246.41.171
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,220.246.41.171
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,16.58.56.214
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,16.58.56.214
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,66.132.172.195
0,1,0,0,0,1,0,0,0,0,0,0,0,6,6,Credential Stuffing,ADMIN_ACCESS,HTTP,66.132.172.195
0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,Normal,REQUEST,HTTP,66.132.172.195
0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,Normal,REQUEST,HTTP,66.132.172.195
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,200.232.114.71
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,200.232.114.71
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,74.119.144.57
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,74.119.144.57
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,192.111.131.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,192.111.131.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,192.252.211.196
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,192.252.211.196
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,213.66.197.199
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,213.66.197.199
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,111.70.29.158
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,111.70.29.158
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,184.170.249.69
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,184.170.249.69
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,24.249.199.9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,24.249.199.9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,222.86.168.224
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,222.86.168.224
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,182.252.140.114
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,182.252.140.114
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,45.79.130.116
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,45.79.130.116
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,49.124.159.194
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,49.124.159.194
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,162.253.68.102
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,162.253.68.102
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,162.253.68.102
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,162.253.68.102
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,103.147.248.23
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,103.147.248.23
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,122.187.227.152
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,122.187.227.152
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,191.241.142.170
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,191.241.142.170
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,184.170.249.69
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,184.170.249.69
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,60.176.148.186
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,60.176.148.186
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,170.83.210.207
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,170.83.210.207
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,183.223.156.154
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,183.223.156.154
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,221.120.57.125
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,221.120.57.125
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,72.195.34.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,72.195.34.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,98.188.47.130
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,98.188.47.130
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,49.124.153.27
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,49.124.153.27
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,18.97.5.42
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,18.97.5.42
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,180.168.60.146
